*******************************************************************************
Ephemeris / WWW_USER Wed Feb 24 01:44:04 2016 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: 3552 Don Quixote (1983 SA)      {source: JPL#129}
Center body name: Sun (10)                        {source: DE431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1983-Sep-01 00:00:00.0000 TDB
Stop  time      : A.D. 2016-Mar-20 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-BIG16}
Output units    : KM-S                                                         
Output format   : 02
Reference frame : ICRF/J2000.0                                                 
Output type     : GEOMETRIC cartesian states
Coordinate systm: Earth Mean Equator and Equinox of Reference Epoch            
*******************************************************************************
Initial FK5/J2000.0 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2454981.5 ! 2009-May-30.00 (TDB)         Residual RMS= .36171        
   EC= .7138591939946456   QR= 1.208904750718783   TP= 2455083.114208498       
   OM= 350.2678783992935   W=  317.1118412185904   IN= 30.96837943826426       
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= 9.5                ROTPER= 7.7                 
   H= 12.9                 G= .150                 B-V= n.a.                   
                           ALBEDO= .030            STYP= D                     
*******************************************************************************
JDTDB,   , X, Y, Z, VX, VY, VZ,
*******************************************************************************
$$SOE
2448866.500000000, A.D. 1992-Sep-01 00:00:00.0000,  2.415227145985475E+08,  1.031831429334757E+08,  1.751873935665195E+08, -1.720399590842289E+00,  1.488798415455400E+01,  2.016814262166398E+01,
2448867.500000000, A.D. 1992-Sep-02 00:00:00.0000,  2.413702863919491E+08,  1.044678402257977E+08,  1.769271651770884E+08, -1.807845869349718E+00,  1.485037724792124E+01,  2.010437170205139E+01,
2448868.500000000, A.D. 1992-Sep-03 00:00:00.0000,  2.412103506172805E+08,  1.057492878749508E+08,  1.786614330965229E+08, -1.894188496396085E+00,  1.481276176014482E+01,  2.004074313259605E+01,
2448869.500000000, A.D. 1992-Sep-04 00:00:00.0000,  2.410430019572077E+08,  1.070274853513600E+08,  1.803902098200824E+08, -1.979443010919961E+00,  1.477514256552540E+01,  1.997726142021600E+01,
2448870.500000000, A.D. 1992-Sep-05 00:00:00.0000,  2.408683337610510E+08,  1.083024325390680E+08,  1.821135082234826E+08, -2.063624738591182E+00,  1.473752436510879E+01,  1.991393086601040E+01,
2448871.500000000, A.D. 1992-Sep-06 00:00:00.0000,  2.406864380631761E+08,  1.095741297209899E+08,  1.838313415454109E+08, -2.146748792652348E+00,  1.469991169187107E+01,  1.985075557213253E+01,
2448872.500000000, A.D. 1992-Sep-07 00:00:00.0000,  2.404974056013065E+08,  1.108425775646155E+08,  1.855437233706289E+08, -2.228830074917835E+00,  1.466230891587876E+01,  1.978773944851903E+01,
2448873.500000000, A.D. 1992-Sep-08 00:00:00.0000,  2.403013258347405E+08,  1.121077771081543E+08,  1.872506676136504E+08, -2.309883276951435E+00,  1.462472024939391E+01,  1.972488621946633E+01,
2448874.500000000, A.D. 1992-Sep-09 00:00:00.0000,  2.400982869624599E+08,  1.133697297471194E+08,  1.889521885029801E+08, -2.389922881428255E+00,  1.458714975189197E+01,  1.966219943004241E+01,
2448875.500000000, A.D. 1992-Sep-10 00:00:00.0000,  2.398883759411125E+08,  1.146284372213391E+08,  1.906483005658990E+08, -2.468963163672676E+00,  1.454960133496506E+01,  1.959968245232282E+01,
2448876.500000000, A.D. 1992-Sep-11 00:00:00.0000,  2.396716785028553E+08,  1.158839016023870E+08,  1.923390186137810E+08, -2.547018193355342E+00,  1.451207876708899E+01,  1.953733849144223E+01,
2448877.500000000, A.D. 1992-Sep-12 00:00:00.0000,  2.394482791730442E+08,  1.171361252814168E+08,  1.940243577279232E+08, -2.624101836327396E+00,  1.447458567824084E+01,  1.947517059145635E+01,
2448878.500000000, A.D. 1992-Sep-13 00:00:00.0000,  2.392182612877608E+08,  1.183851109573906E+08,  1.957043332458754E+08, -2.700227756568579E+00,  1.443712556435998E+01,  1.941318164101226E+01,
2448879.500000000, A.D. 1992-Sep-14 00:00:00.0000,  2.389817070111665E+08,  1.196308616256845E+08,  1.973789607482508E+08, -2.775409418227203E+00,  1.439970179165189E+01,  1.935137437882859E+01,
2448880.500000000, A.D. 1992-Sep-15 00:00:00.0000,  2.387386973526774E+08,  1.208733805670604E+08,  1.990482560460024E+08, -2.849660087732309E+00,  1.436231760073746E+01,  1.928975139898890E+01,
2448881.500000000, A.D. 1992-Sep-16 00:00:00.0000,  2.384893121839535E+08,  1.221126713369889E+08,  2.007122351681481E+08, -2.922992835961561E+00,  1.432497611065362E+01,  1.922831515605342E+01,
2448882.500000000, A.D. 1992-Sep-17 00:00:00.0000,  2.382336302556995E+08,  1.233487377553124E+08,  2.023709143499311E+08, -2.995420540451514E+00,  1.428768032271221E+01,  1.916706796999523E+01,
2448883.500000000, A.D. 1992-Sep-18 00:00:00.0000,  2.379717292142725E+08,  1.245815838962358E+08,  2.040243100213980E+08, -3.066955887639637E+00,  1.425043312422454E+01,  1.910601203096736E+01,
2448884.500000000, A.D. 1992-Sep-19 00:00:00.0000,  2.377036856180956E+08,  1.258112140786323E+08,  2.056724387963829E+08, -3.137611375129956E+00,  1.421323729209911E+01,  1.904514940390746E+01,
2448885.500000000, A.D. 1992-Sep-20 00:00:00.0000,  2.374295749538741E+08,  1.270376328566567E+08,  2.073153174618818E+08, -3.207399313975973E+00,  1.417609549631943E+01,  1.898448203298634E+01,
2448886.500000000, A.D. 1992-Sep-21 00:00:00.0000,  2.371494716526150E+08,  1.282608450106523E+08,  2.089529629678054E+08, -3.276331830975959E+00,  1.413901030330844E+01,  1.892401174590685E+01,
2448887.500000000, A.D. 1992-Sep-22 00:00:00.0000,  2.368634491054466E+08,  1.294808555383456E+08,  2.105853924170963E+08, -3.344420870976812E+00,  1.410198417918510E+01,  1.886374025805858E+01,
2448888.500000000, A.D. 1992-Sep-23 00:00:00.0000,  2.365715796792397E+08,  1.306976696463161E+08,  2.122126230562002E+08, -3.411678199183342E+00,  1.406501949291823E+01,  1.880366917653407E+01,
2448889.500000000, A.D. 1992-Sep-24 00:00:00.0000,  2.362739347320286E+08,  1.319112927417360E+08,  2.138346722658773E+08, -3.478115403470545E+00,  1.402811851938262E+01,  1.874380000401184E+01,
2448890.500000000, A.D. 1992-Sep-25 00:00:00.0000,  2.359705846282327E+08,  1.331217304243686E+08,  2.154515575523441E+08, -3.543743896696566E+00,  1.399128344232074E+01,  1.868413414251065E+01,
2448891.500000000, A.D. 1992-Sep-26 00:00:00.0000,  2.356615987536780E+08,  1.343289884788194E+08,  2.170632965387340E+08, -3.608574919014603E+00,  1.395451635721410E+01,  1.862467289701973E+01,
2448892.500000000, A.D. 1992-Sep-27 00:00:00.0000,  2.353470455304188E+08,  1.355330728670311E+08,  2.186699069568670E+08, -3.672619540181484E+00,  1.391781927406733E+01,  1.856541747900923E+01,
2448893.500000000, A.D. 1992-Sep-28 00:00:00.0000,  2.350269924313607E+08,  1.367339897210158E+08,  2.202714066393164E+08, -3.735888661862490E+00,  1.388119412010859E+01,  1.850636900982521E+01,
2448894.500000000, A.D. 1992-Sep-29 00:00:00.0000,  2.347015059946841E+08,  1.379317453358166E+08,  2.218678135117650E+08, -3.798393019929444E+00,  1.384464274240806E+01,  1.844752852397239E+01,
2448895.500000000, A.D. 1992-Sep-30 00:00:00.0000,  2.343706518380699E+08,  1.391263461626924E+08,  2.234591455856402E+08, -3.860143186751403E+00,  1.380816691041761E+01,  1.838889697228874E+01,
2448896.500000000, A.D. 1992-Oct-01 00:00:00.0000,  2.340344946727276E+08,  1.403177988025188E+08,  2.250454209510180E+08, -3.921149573476762E+00,  1.377176831843427E+01,  1.833047522501545E+01,
2448897.500000000, A.D. 1992-Oct-02 00:00:00.0000,  2.336930983172262E+08,  1.415061099993978E+08,  2.266266577697889E+08, -3.981422432304736E+00,  1.373544858798965E+01,  1.827226407476554E+01,
2448898.500000000, A.D. 1992-Oct-03 00:00:00.0000,  2.333465257111298E+08,  1.426912866344724E+08,  2.282028742690751E+08, -4.040971858746164E+00,  1.369920927016699E+01,  1.821426423939430E+01,
2448899.500000000, A.D. 1992-Oct-04 00:00:00.0000,  2.329948389284387E+08,  1.438733357199366E+08,  2.297740887348924E+08, -4.099807793870670E+00,  1.366305184784865E+01,  1.815647636477465E+01,
2448900.500000000, A.D. 1992-Oct-05 00:00:00.0000,  2.326380991908357E+08,  1.450522643932381E+08,  2.313403195060472E+08, -4.157940026540841E+00,  1.362697773789567E+01,  1.809890102748070E+01,
2448901.500000000, A.D. 1992-Oct-06 00:00:00.0000,  2.322763668807416E+08,  1.462280799114655E+08,  2.329015849682620E+08, -4.215378195631302E+00,  1.359098829326149E+01,  1.804153873738218E+01,
2448902.500000000, A.D. 1992-Oct-07 00:00:00.0000,  2.319097015541785E+08,  1.474007896459159E+08,  2.344579035485208E+08, -4.272131792232210E+00,  1.355508480504138E+01,  1.798438994015251E+01,
2448903.500000000, A.D. 1992-Oct-08 00:00:00.0000,  2.315381619534438E+08,  1.485704010768363E+08,  2.360092937096283E+08, -4.328210161835648E+00,  1.351926850445998E+01,  1.792745501969357E+01,
2448904.500000000, A.D. 1992-Oct-09 00:00:00.0000,  2.311618060195958E+08,  1.497369217883348E+08,  2.375557739449745E+08, -4.383622506504696E+00,  1.348354056479823E+01,  1.787073430047946E+01,
2448905.500000000, A.D. 1992-Oct-10 00:00:00.0000,  2.307806909047537E+08,  1.509003594634555E+08,  2.390973627734984E+08, -4.438377887024092E+00,  1.344790210326165E+01,  1.781422804982198E+01,
2448906.500000000, A.D. 1992-Oct-11 00:00:00.0000,  2.303948729842108E+08,  1.520607218794116E+08,  2.406340787348443E+08, -4.492485225031586E+00,  1.341235418279144E+01,  1.775793648006036E+01,
2448907.500000000, A.D. 1992-Oct-12 00:00:00.0000,  2.300044078683665E+08,  1.532180169029738E+08,  2.421659403847044E+08, -4.545953305129507E+00,  1.337689781382041E+01,  1.770185975067750E+01,
2448908.500000000, A.D. 1992-Oct-13 00:00:00.0000,  2.296093504144745E+08,  1.543722524860074E+08,  2.436929662903409E+08, -4.598790776975903E+00,  1.334153395597481E+01,  1.764599797034512E+01,
2448909.500000000, A.D. 1992-Oct-14 00:00:00.0000,  2.292097547382137E+08,  1.555234366611539E+08,  2.452151750262811E+08, -4.651006157354508E+00,  1.330626351972399E+01,  1.759035119890019E+01,
2448910.500000000, A.D. 1992-Oct-15 00:00:00.0000,  2.288056742250787E+08,  1.566715775376536E+08,  2.467325851701819E+08, -4.702607832223217E+00,  1.327108736797921E+01,  1.753491944925455E+01,
2448911.500000000, A.D. 1992-Oct-16 00:00:00.0000,  2.283971615415963E+08,  1.578166832973040E+08,  2.482452152988552E+08, -4.753604058740383E+00,  1.323600631764299E+01,  1.747970268924009E+01,
2448912.500000000, A.D. 1992-Oct-17 00:00:00.0000,  2.279842686463667E+08,  1.589587621905493E+08,  2.497530839844505E+08, -4.804002967268682E+00,  1.320102114111051E+01,  1.742470084339144E+01,
2448913.500000000, A.D. 1992-Oct-18 00:00:00.0000,  2.275670468009327E+08,  1.600978225326985E+08,  2.512562097907887E+08, -4.853812563355958E+00,  1.316613256772432E+01,  1.736991379466809E+01,
2448914.500000000, A.D. 1992-Oct-19 00:00:00.0000,  2.271455465804795E+08,  1.612338727002670E+08,  2.527546112698429E+08, -4.903040729692948E+00,  1.313134128518377E+01,  1.731534138611797E+01,
2448915.500000000, A.D. 1992-Oct-20 00:00:00.0000,  2.267198178843654E+08,  1.623669211274377E+08,  2.542483069583588E+08, -4.951695228046859E+00,  1.309664794091009E+01,  1.726098342248400E+01,
2448916.500000000, A.D. 1992-Oct-21 00:00:00.0000,  2.262899099464871E+08,  1.634969763026384E+08,  2.557373153746136E+08, -4.999783701171895E+00,  1.306205314336894E+01,  1.720683967175614E+01,
2448917.500000000, A.D. 1992-Oct-22 00:00:00.0000,  2.258558713454808E+08,  1.646240467652315E+08,  2.572216550153052E+08, -5.047313674694666E+00,  1.302755746335091E+01,  1.715290986666964E+01,
2448918.500000000, A.D. 1992-Oct-23 00:00:00.0000,  2.254177500147612E+08,  1.657481411023133E+08,  2.587013443525688E+08, -5.094292558975466E+00,  1.299316143521157E+01,  1.709919370615196E+01,
2448919.500000000, A.D. 1992-Oct-24 00:00:00.0000,  2.249755932524012E+08,  1.668692679456176E+08,  2.601764018311173E+08, -5.140727650944421E+00,  1.295886555807192E+01,  1.704569085671951E+01,
2448920.500000000, A.D. 1992-Oct-25 00:00:00.0000,  2.245294477308541E+08,  1.679874359685220E+08,  2.616468458654989E+08, -5.186626135912743E+00,  1.292467029698043E+01,  1.699240095382594E+01,
2448921.500000000, A.D. 1992-Oct-26 00:00:00.0000,  2.240793595065196E+08,  1.691026538831530E+08,  2.631126948374701E+08, -5.231995089358345E+00,  1.289057608403750E+01,  1.693932360316333E+01,
2448922.500000000, A.D. 1992-Oct-27 00:00:00.0000,  2.236253740291577E+08,  1.702149304375869E+08,  2.645739670934789E+08, -5.276841478686226E+00,  1.285658331948278E+01,  1.688645838191747E+01,
2448923.500000000, A.D. 1992-Oct-28 00:00:00.0000,  2.231675361511503E+08,  1.713242744131418E+08,  2.660306809422546E+08, -5.321172164958758E+00,  1.282269237275118E+01,  1.683380483998088E+01,
2448924.500000000, A.D. 1992-Oct-29 00:00:00.0000,  2.227058901366167E+08,  1.724306946217610E+08,  2.674828546525002E+08, -5.364993904606535E+00,  1.278890358348613E+01,  1.678136250111894E+01,
2448925.500000000, A.D. 1992-Oct-30 00:00:00.0000,  2.222404796703798E+08,  1.735341999034821E+08,  2.689305064506840E+08, -5.408313351104717E+00,  1.275521726252719E+01,  1.672913086409825E+01,
2448926.500000000, A.D. 1992-Oct-31 00:00:00.0000,  2.217713478667903E+08,  1.746347991239888E+08,  2.703736545189272E+08, -5.451137056624582E+00,  1.272163369286139E+01,  1.667710940377289E+01,
2448927.500000000, A.D. 1992-Nov-01 00:00:00.0000,  2.212985372784094E+08,  1.757325011722453E+08,  2.718123169929830E+08, -5.493471473654548E+00,  1.268815313054573E+01,  1.662529757213283E+01,
2448928.500000000, A.D. 1992-Nov-02 00:00:00.0000,  2.208220899045520E+08,  1.768273149582075E+08,  2.732465119603058E+08, -5.535322956592365E+00,  1.265477580559707E+01,  1.657369479931348E+01,
2448929.500000000, A.D. 1992-Nov-03 00:00:00.0000,  2.203420471996943E+08,  1.779192494106114E+08,  2.746762574582042E+08, -5.576697763306124E+00,  1.262150192285588E+01,  1.652230049457011E+01,
2448930.500000000, A.D. 1992-Nov-04 00:00:00.0000,  2.198584500817477E+08,  1.790083134748336E+08,  2.761015714720786E+08, -5.617602056662019E+00,  1.258833166282194E+01,  1.647111404721690E+01,
2448931.500000000, A.D. 1992-Nov-05 00:00:00.0000,  2.193713389402019E+08,  1.800945161108236E+08,  2.775224719337376E+08, -5.658041906019413E+00,  1.255526518246702E+01,  1.642013482753384E+01,
2448932.500000000, A.D. 1992-Nov-06 00:00:00.0000,  2.188807536441410E+08,  1.811778662911057E+08,  2.789389767197911E+08, -5.698023288690337E+00,  1.252230261602536E+01,  1.636936218764221E+01,
2448933.500000000, A.D. 1992-Nov-07 00:00:00.0000,  2.183867335501345E+08,  1.822583729988472E+08,  2.803511036501185E+08, -5.737552091363650E+00,  1.248944407576590E+01,  1.631879546235167E+01,
2448934.500000000, A.D. 1992-Nov-08 00:00:00.0000,  2.178893175100064E+08,  1.833360452259943E+08,  2.817588704864086E+08, -5.776634111491370E+00,  1.245668965275072E+01,  1.626843396998131E+01,
2448935.500000000, A.D. 1992-Nov-09 00:00:00.0000,  2.173885438784875E+08,  1.844108919714715E+08,  2.831622949307694E+08, -5.815275058639089E+00,  1.242403941758387E+01,  1.621827701315799E+01,
2448936.500000000, A.D. 1992-Nov-10 00:00:00.0000,  2.168844505207513E+08,  1.854829222394467E+08,  2.845613946244058E+08, -5.853480555800020E+00,  1.239149342115717E+01,  1.616832387959581E+01,
2448937.500000000, A.D. 1992-Nov-11 00:00:00.0000,  2.163770748198384E+08,  1.865521450376601E+08,  2.859561871463650E+08, -5.891256140675781E+00,  1.235905169539834E+01,  1.611857384286046E+01,
2448938.500000000, A.D. 1992-Nov-12 00:00:00.0000,  2.158664536839714E+08,  1.876185693758187E+08,  2.873466900123458E+08, -5.928607266929294E+00,  1.232671425403004E+01,  1.606902616312412E+01,
2448939.500000000, A.D. 1992-Nov-13 00:00:00.0000,  2.153526235537623E+08,  1.886822042640561E+08,  2.887329206735746E+08, -5.965539305417200E+00,  1.229448109334455E+01,  1.601968008791471E+01,
2448940.500000000, A.D. 1992-Nov-14 00:00:00.0000,  2.148356204093147E+08,  1.897430587114617E+08,  2.901148965157447E+08, -6.002057545414519E+00,  1.226235219300103E+01,  1.597053485286488E+01,
2448941.500000000, A.D. 1992-Nov-15 00:00:00.0000,  2.143154797772183E+08,  1.908011417246778E+08,  2.914926348580216E+08, -6.038167195845354E+00,  1.223032751684853E+01,  1.592158968246441E+01,
2448942.500000000, A.D. 1992-Nov-16 00:00:00.0000,  2.137922367374383E+08,  1.918564623065712E+08,  2.928661529521120E+08, -6.073873386542781E+00,  1.219840701377189E+01,  1.587284379081724E+01,
2448943.500000000, A.D. 1992-Nov-17 00:00:00.0000,  2.132659259300917E+08,  1.929090294549767E+08,  2.942354679814004E+08, -6.109181169555129E+00,  1.216659061855674E+01,  1.582429638240338E+01,
2448944.500000000, A.D. 1992-Nov-18 00:00:00.0000,  2.127365815621100E+08,  1.939588521615169E+08,  2.956005970601500E+08, -6.144095520525457E+00,  1.213487825275068E+01,  1.577594665283648E+01,
2448945.500000000, A.D. 1992-Nov-19 00:00:00.0000,  2.122042374137769E+08,  1.950059394104941E+08,  2.969615572327685E+08, -6.178621340161443E+00,  1.210326982551101E+01,  1.572779378961421E+01,
2448946.500000000, A.D. 1992-Nov-20 00:00:00.0000,  2.116689268451363E+08,  1.960503001778556E+08,  2.983183654731392E+08, -6.212763455801980E+00,  1.207176523438079E+01,  1.567983697283131E+01,
2448947.500000000, A.D. 1992-Nov-21 00:00:00.0000,  2.111306828022599E+08,  1.970919434302197E+08,  2.996710386840099E+08, -6.246526623083441E+00,  1.204036436598199E+01,  1.563207537584996E+01,
2448948.500000000, A.D. 1992-Nov-22 00:00:00.0000,  2.105895378233674E+08,  1.981308781239578E+08,  3.010195936964378E+08, -6.279915527677295E+00,  1.200906709657311E+01,  1.558450816589692E+01,
2448949.500000000, A.D. 1992-Nov-23 00:00:00.0000,  2.100455240447956E+08,  1.991671132043167E+08,  3.023640472692822E+08, -6.312934787058032E+00,  1.197787329243564E+01,  1.553713450456428E+01,
2448950.500000000, A.D. 1992-Nov-24 00:00:00.0000,  2.094986732068143E+08,  2.002006576045673E+08,  3.037044160887345E+08, -6.345588952246787E+00,  1.194678281008035E+01,  1.548995354820403E+01,
2448951.500000000, A.D. 1992-Nov-25 00:00:00.0000,  2.089490166592965E+08,  2.012315202451625E+08,  3.050407167678798E+08, -6.377882509453510E+00,  1.191579549628327E+01,  1.544296444821383E+01,
2448952.500000000, A.D. 1992-Nov-26 00:00:00.0000,  2.083965853672520E+08,  2.022597100328928E+08,  3.063729658462767E+08, -6.409819881562318E+00,  1.188491118797450E+01,  1.539616635122102E+01,
2448953.500000000, A.D. 1992-Nov-27 00:00:00.0000,  2.078414099162427E+08,  2.032852358600267E+08,  3.077011797895502E+08, -6.441405429407260E+00,  1.185412971203916E+01,  1.534955839919148E+01,
2448954.500000000, A.D. 1992-Nov-28 00:00:00.0000,  2.072835205176964E+08,  2.043081066034341E+08,  3.090253749889925E+08, -6.472643452816894E+00,  1.182345088509372E+01,  1.530313972949512E+01,
2448955.500000000, A.D. 1992-Nov-29 00:00:00.0000,  2.067229470141407E+08,  2.053283311236896E+08,  3.103455677611679E+08, -6.503538191437440E+00,  1.179287451330508E+01,  1.525690947496521E+01,
2448956.500000000, A.D. 1992-Nov-30 00:00:00.0000,  2.061597188843743E+08,  2.063459182641661E+08,  3.116617743475249E+08, -6.534093825370667E+00,  1.176240039230800E+01,  1.521086676398541E+01,
2448957.500000000, A.D. 1992-Dec-01 00:00:00.0000,  2.055938652485887E+08,  2.073608768501255E+08,  3.129740109140162E+08, -6.564314475682977E+00,  1.173202830725485E+01,  1.516501072062851E+01,
2448958.500000000, A.D. 1992-Dec-02 00:00:00.0000,  2.050254148734495E+08,  2.083732156878206E+08,  3.142822935507357E+08, -6.594204204849157E+00,  1.170175803300992E+01,  1.511934046486036E+01,
2448959.500000000, A.D. 1992-Dec-03 00:00:00.0000,  2.044543961771400E+08,  2.093829435636193E+08,  3.155866382715746E+08, -6.623767017188904E+00,  1.167158933447772E+01,  1.507385511280953E+01,
2448960.500000000, A.D. 1992-Dec-04 00:00:00.0000,  2.038808372343657E+08,  2.103900692431625E+08,  3.168870610139027E+08, -6.653006859343447E+00,  1.164152196704006E+01,  1.502855377709422E+01,
2448961.500000000, A.D. 1992-Dec-05 00:00:00.0000,  2.033047657813147E+08,  2.113946014705630E+08,  3.181835776382825E+08, -6.681927620820406E+00,  1.161155567706855E+01,  1.498343556719187E+01,
2448962.500000000, A.D. 1992-Dec-06 00:00:00.0000,  2.027262092205674E+08,  2.123965489676505E+08,  3.194762039282131E+08, -6.710533134620971E+00,  1.158169020247730E+01,  1.493849958983422E+01,
2448963.500000000, A.D. 1992-Dec-07 00:00:00.0000,  2.021451946259490E+08,  2.133959204332656E+08,  3.207649555899114E+08, -6.738827177947975E+00,  1.155192527328594E+01,  1.489374494941182E+01,
2448964.500000000, A.D. 1992-Dec-08 00:00:00.0000,  2.015617487473167E+08,  2.143927245426014E+08,  3.220498482521271E+08, -6.766813472985375E+00,  1.152226061216864E+01,  1.484917074837435E+01,
2448965.500000000, A.D. 1992-Dec-09 00:00:00.0000,  2.009758980152782E+08,  2.153869699465914E+08,  3.233308974659917E+08, -6.794495687733725E+00,  1.149269593497292E+01,  1.480477608761661E+01,
2448966.500000000, A.D. 1992-Dec-10 00:00:00.0000,  2.003876685458352E+08,  2.163786652713409E+08,  3.246081187048997E+08, -6.821877436885062E+00,  1.146323095119883E+01,  1.476056006684355E+01,
2448967.500000000, A.D. 1992-Dec-11 00:00:00.0000,  1.997970861449505E+08,  2.173678191175977E+08,  3.258815273644214E+08, -6.848962282721231E+00,  1.143386536443490E+01,  1.471652178491101E+01,
2448968.500000000, A.D. 1992-Dec-12 00:00:00.0000,  1.992041763130374E+08,  2.183544400602585E+08,  3.271511387622428E+08, -6.875753736021863E+00,  1.140459887275106E+01,  1.467266034014101E+01,
2448969.500000000, A.D. 1992-Dec-13 00:00:00.0000,  1.986089642493700E+08,  2.193385366479077E+08,  3.284169681381326E+08, -6.902255256971158E+00,  1.137543116905138E+01,  1.462897483061209E+01,
2448970.500000000, A.D. 1992-Dec-14 00:00:00.0000,  1.980114748564157E+08,  2.203201174023849E+08,  3.296790306539326E+08, -6.928470256055197E+00,  1.134636194139106E+01,  1.458546435442645E+01,
2448971.500000000, A.D. 1992-Dec-15 00:00:00.0000,  1.974117327440912E+08,  2.212991908183787E+08,  3.309373413935704E+08, -6.954402094944220E+00,  1.131739087326232E+01,  1.454212800995578E+01,
2448972.500000000, A.D. 1992-Dec-16 00:00:00.0000,  1.968097622339427E+08,  2.222757653630437E+08,  3.321919153630931E+08, -6.980054087356251E+00,  1.128851764385392E+01,  1.449896489606838E+01,
2448973.500000000, A.D. 1992-Dec-17 00:00:00.0000,  1.962055873632519E+08,  2.232498494756390E+08,  3.334427674907187E+08, -7.005429499900058E+00,  1.125974192828884E+01,  1.445597411233954E+01,
2448974.500000000, A.D. 1992-Dec-18 00:00:00.0000,  1.955992318890712E+08,  2.242214515671870E+08,  3.346899126269066E+08, -7.030531552896642E+00,  1.123106339784363E+01,  1.441315475924735E+01,
2448975.500000000, A.D. 1992-Dec-19 00:00:00.0000,  1.949907192921882E+08,  2.251905800201491E+08,  3.359333655444429E+08, -7.055363421179259E+00,  1.120248172015278E+01,  1.437050593835587E+01,
2448976.500000000, A.D. 1992-Dec-20 00:00:00.0000,  1.943800727810214E+08,  2.261572431881204E+08,  3.371731409385418E+08, -7.079928234872323E+00,  1.117399655940079E+01,  1.432802675248697E+01,
2448977.500000000, A.D. 1992-Dec-21 00:00:00.0000,  1.937673152954511E+08,  2.271214493955387E+08,  3.384092534269619E+08, -7.104229080150223E+00,  1.114560757650371E+01,  1.428571630588245E+01,
2448978.500000000, A.D. 1992-Dec-22 00:00:00.0000,  1.931524695105837E+08,  2.280832069374104E+08,  3.396417175501349E+08, -7.128268999976904E+00,  1.111731442928213E+01,  1.424357370435717E+01,
2448979.500000000, A.D. 1992-Dec-23 00:00:00.0000,  1.925355578404543E+08,  2.290425240790496E+08,  3.408705477713082E+08, -7.152050994826900E+00,  1.108911677262651E+01,  1.420159805544441E+01,
2448980.500000000, A.D. 1992-Dec-24 00:00:00.0000,  1.919166024416672E+08,  2.299994090558321E+08,  3.420957584766995E+08, -7.175578023389848E+00,  1.106101425865649E+01,  1.415978846853408E+01,
2448981.500000000, A.D. 1992-Dec-25 00:00:00.0000,  1.912956252169761E+08,  2.309538700729628E+08,  3.433173639756622E+08, -7.198853003258042E+00,  1.103300653687385E+01,  1.411814405500412E+01,
2448982.500000000, A.D. 1992-Dec-26 00:00:00.0000,  1.906726478188060E+08,  2.319059153052557E+08,  3.445353785008639E+08, -7.221878811599152E+00,  1.100509325431055E+01,  1.407666392834585E+01,
2448983.500000000, A.D. 1992-Dec-27 00:00:00.0000,  1.900476916527171E+08,  2.328555528969268E+08,  3.457498162084729E+08, -7.244658285813835E+00,  1.097727405567220E+01,  1.403534720428371E+01,
2448984.500000000, A.D. 1992-Dec-28 00:00:00.0000,  1.894207778808129E+08,  2.338027909613994E+08,  3.469606911783570E+08, -7.267194224180646E+00,  1.094954858347668E+01,  1.399419300088954E+01,
2448985.500000000, A.D. 1992-Dec-29 00:00:00.0000,  1.887919274250928E+08,  2.347476375811204E+08,  3.481680174142906E+08, -7.289489386486549E+00,  1.092191647818873E+01,  1.395320043869154E+01,
2448986.500000000, A.D. 1992-Dec-30 00:00:00.0000,  1.881611609707516E+08,  2.356901008073891E+08,  3.493718088441718E+08, -7.311546494645669E+00,  1.089437737835027E+01,  1.391236864077854E+01,
2448987.500000000, A.D. 1992-Dec-31 00:00:00.0000,  1.875284989694245E+08,  2.366301886601962E+08,  3.505720793202475E+08, -7.333368233305752E+00,  1.086693092070721E+01,  1.387169673289960E+01,
2448988.500000000, A.D. 1993-Jan-01 00:00:00.0000,  1.868939616423816E+08,  2.375679091280741E+08,  3.517688426193479E+08, -7.354957250443443E+00,  1.083957674033181E+01,  1.383118384355883E+01,
2448989.500000000, A.D. 1993-Jan-02 00:00:00.0000,  1.862575689836712E+08,  2.385032701679575E+08,  3.529621124431284E+08, -7.376316157947866E+00,  1.081231447074178E+01,  1.379082910410616E+01,
2448990.500000000, A.D. 1993-Jan-03 00:00:00.0000,  1.856193407632125E+08,  2.394362797050540E+08,  3.541519024183187E+08, -7.397447532193837E+00,  1.078514374401547E+01,  1.375063164882365E+01,
2448991.500000000, A.D. 1993-Jan-04 00:00:00.0000,  1.849792965298399E+08,  2.403669456327246E+08,  3.553382260969803E+08, -7.418353914604608E+00,  1.075806419090357E+01,  1.371059061500792E+01,
